GEO.id,GEO.id2,GEO.display-label,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118
Id,Id2,Geography,Estimate; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Margin of Error; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent Margin of Error; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars)
0500000US29067,29067,"Douglas County, Missouri",17343,1431,(X),(X)
0500000US29069,29069,"Dunklin County, Missouri",18009,998,(X),(X)
0500000US29071,29071,"Franklin County, Missouri",25241,863,(X),(X)
0500000US29073,29073,"Gasconade County, Missouri",22845,1743,(X),(X)
0500000US29075,29075,"Gentry County, Missouri",20687,1257,(X),(X)
0500000US29077,29077,"Greene County, Missouri",24097,483,(X),(X)
0500000US29079,29079,"Grundy County, Missouri",19365,939,(X),(X)
0500000US29081,29081,"Harrison County, Missouri",19906,1073,(X),(X)
0500000US29083,29083,"Henry County, Missouri",23961,1594,(X),(X)
0500000US29085,29085,"Hickory County, Missouri",18153,1183,(X),(X)
0500000US29087,29087,"Holt County, Missouri",25319,2332,(X),(X)
0500000US29089,29089,"Howard County, Missouri",22158,1052,(X),(X)
0500000US29091,29091,"Howell County, Missouri",18817,803,(X),(X)
0500000US29093,29093,"Iron County, Missouri",19559,1940,(X),(X)
0500000US29095,29095,"Jackson County, Missouri",26629,351,(X),(X)
0500000US29097,29097,"Jasper County, Missouri",22431,678,(X),(X)
0500000US29099,29099,"Jefferson County, Missouri",25247,429,(X),(X)
0500000US29101,29101,"Johnson County, Missouri",22722,739,(X),(X)
0500000US29103,29103,"Knox County, Missouri",22397,2033,(X),(X)
0500000US29105,29105,"Laclede County, Missouri",19567,892,(X),(X)
0500000US29107,29107,"Lafayette County, Missouri",24266,1016,(X),(X)
0500000US29109,29109,"Lawrence County, Missouri",19508,806,(X),(X)
0500000US29111,29111,"Lewis County, Missouri",20042,971,(X),(X)
0500000US29113,29113,"Lincoln County, Missouri",22232,606,(X),(X)
0500000US29115,29115,"Linn County, Missouri",19889,830,(X),(X)
0500000US29117,29117,"Livingston County, Missouri",22557,1584,(X),(X)
0500000US29119,29119,"McDonald County, Missouri",18498,803,(X),(X)
0500000US29121,29121,"Macon County, Missouri",19738,985,(X),(X)
0500000US29123,29123,"Madison County, Missouri",17179,1031,(X),(X)
0500000US29125,29125,"Maries County, Missouri",20731,1432,(X),(X)
0500000US29127,29127,"Marion County, Missouri",21614,1030,(X),(X)
0500000US29129,29129,"Mercer County, Missouri",20404,1547,(X),(X)
0500000US29131,29131,"Miller County, Missouri",21268,1320,(X),(X)
0500000US29133,29133,"Mississippi County, Missouri",16515,1379,(X),(X)
0500000US29135,29135,"Moniteau County, Missouri",20901,1211,(X),(X)
0500000US29137,29137,"Monroe County, Missouri",20921,977,(X),(X)
0500000US29139,29139,"Montgomery County, Missouri",20710,1038,(X),(X)
0500000US29141,29141,"Morgan County, Missouri",18431,878,(X),(X)
0500000US29143,29143,"New Madrid County, Missouri",19918,1186,(X),(X)
0500000US29145,29145,"Newton County, Missouri",22735,890,(X),(X)
0500000US29147,29147,"Nodaway County, Missouri",18307,915,(X),(X)
0500000US29149,29149,"Oregon County, Missouri",17070,947,(X),(X)
0500000US29151,29151,"Osage County, Missouri",23918,922,(X),(X)
0500000US29153,29153,"Ozark County, Missouri",16959,819,(X),(X)
0500000US29155,29155,"Pemiscot County, Missouri",16902,784,(X),(X)
0500000US29157,29157,"Perry County, Missouri",23695,1191,(X),(X)
0500000US29159,29159,"Pettis County, Missouri",20494,747,(X),(X)
0500000US29161,29161,"Phelps County, Missouri",21611,914,(X),(X)
0500000US29163,29163,"Pike County, Missouri",19005,842,(X),(X)
0500000US29165,29165,"Platte County, Missouri",35666,1094,(X),(X)
0500000US29167,29167,"Polk County, Missouri",19908,952,(X),(X)
0500000US29169,29169,"Pulaski County, Missouri",19568,782,(X),(X)
0500000US29171,29171,"Putnam County, Missouri",20203,1636,(X),(X)
0500000US29173,29173,"Ralls County, Missouri",23442,1283,(X),(X)
0500000US29175,29175,"Randolph County, Missouri",18151,1032,(X),(X)
0500000US29177,29177,"Ray County, Missouri",24101,993,(X),(X)
0500000US29179,29179,"Reynolds County, Missouri",20082,1333,(X),(X)
0500000US29181,29181,"Ripley County, Missouri",17315,1199,(X),(X)
0500000US29183,29183,"St. Charles County, Missouri",32946,444,(X),(X)
0500000US29185,29185,"St. Clair County, Missouri",18840,1218,(X),(X)
0500000US29186,29186,"Ste. Genevieve County, Missouri",23772,1739,(X),(X)
0500000US29187,29187,"St. Francois County, Missouri",19315,684,(X),(X)
0500000US29189,29189,"St. Louis County, Missouri",35570,389,(X),(X)
0500000US29195,29195,"Saline County, Missouri",20339,922,(X),(X)
0500000US29197,29197,"Schuyler County, Missouri",19650,1557,(X),(X)
0500000US29199,29199,"Scotland County, Missouri",20859,2122,(X),(X)
0500000US29201,29201,"Scott County, Missouri",20542,755,(X),(X)
0500000US29203,29203,"Shannon County, Missouri",19658,1592,(X),(X)
0500000US29205,29205,"Shelby County, Missouri",20569,1078,(X),(X)
0500000US29207,29207,"Stoddard County, Missouri",21797,991,(X),(X)
0500000US29209,29209,"Stone County, Missouri",22473,1160,(X),(X)
0500000US29211,29211,"Sullivan County, Missouri",19930,946,(X),(X)
0500000US29213,29213,"Taney County, Missouri",20520,835,(X),(X)
0500000US29215,29215,"Texas County, Missouri",17741,1072,(X),(X)
0500000US29217,29217,"Vernon County, Missouri",20479,1200,(X),(X)
0500000US29219,29219,"Warren County, Missouri",24033,1247,(X),(X)
0500000US29221,29221,"Washington County, Missouri",17762,1457,(X),(X)
0500000US29223,29223,"Wayne County, Missouri",18748,1900,(X),(X)
0500000US29225,29225,"Webster County, Missouri",19956,957,(X),(X)
0500000US29227,29227,"Worth County, Missouri",23815,2366,(X),(X)
0500000US29229,29229,"Wright County, Missouri",18481,2017,(X),(X)
0500000US29510,29510,"St. Louis city, Missouri",23945,450,(X),(X)
0500000US30001,30001,"Beaverhead County, Montana",26763,2943,(X),(X)
0500000US30003,30003,"Big Horn County, Montana",16244,825,(X),(X)
0500000US30005,30005,"Blaine County, Montana",17442,1186,(X),(X)
0500000US30007,30007,"Broadwater County, Montana",29188,2870,(X),(X)
0500000US30009,30009,"Carbon County, Montana",28153,1395,(X),(X)
0500000US30011,30011,"Carter County, Montana",29391,3330,(X),(X)
0500000US30013,30013,"Cascade County, Montana",25870,736,(X),(X)
0500000US30015,30015,"Chouteau County, Montana",22032,1281,(X),(X)
0500000US30017,30017,"Custer County, Montana",25506,1195,(X),(X)
0500000US30019,30019,"Daniels County, Montana",33140,4392,(X),(X)
0500000US30021,30021,"Dawson County, Montana",27878,1642,(X),(X)
0500000US30023,30023,"Deer Lodge County, Montana",23156,1949,(X),(X)
0500000US30025,30025,"Fallon County, Montana",32755,5324,(X),(X)
0500000US30027,30027,"Fergus County, Montana",26111,2156,(X),(X)
0500000US30029,30029,"Flathead County, Montana",26388,1153,(X),(X)
0500000US30031,30031,"Gallatin County, Montana",30293,1049,(X),(X)
0500000US30033,30033,"Garfield County, Montana",26142,3618,(X),(X)
0500000US30035,30035,"Glacier County, Montana",16892,1709,(X),(X)
0500000US30037,30037,"Golden Valley County, Montana",21562,2711,(X),(X)
0500000US30039,30039,"Granite County, Montana",27136,2617,(X),(X)
0500000US30041,30041,"Hill County, Montana",20869,941,(X),(X)
0500000US30043,30043,"Jefferson County, Montana",30886,1468,(X),(X)
0500000US30045,30045,"Judith Basin County, Montana",26595,2191,(X),(X)
0500000US30047,30047,"Lake County, Montana",22278,1174,(X),(X)
0500000US30049,30049,"Lewis and Clark County, Montana",28476,889,(X),(X)
0500000US30051,30051,"Liberty County, Montana",23587,3780,(X),(X)
0500000US30053,30053,"Lincoln County, Montana",22856,1631,(X),(X)
0500000US30055,30055,"McCone County, Montana",28654,3280,(X),(X)
0500000US30057,30057,"Madison County, Montana",29700,2514,(X),(X)
0500000US30059,30059,"Meagher County, Montana",20736,1600,(X),(X)
0500000US30061,30061,"Mineral County, Montana",20691,2204,(X),(X)
0500000US30063,30063,"Missoula County, Montana",26779,721,(X),(X)
0500000US30065,30065,"Musselshell County, Montana",23545,1709,(X),(X)
0500000US30067,30067,"Park County, Montana",27045,1676,(X),(X)
0500000US30069,30069,"Petroleum County, Montana",25378,3497,(X),(X)
0500000US30071,30071,"Phillips County, Montana",22139,1779,(X),(X)
0500000US30073,30073,"Pondera County, Montana",22797,2897,(X),(X)
0500000US30075,30075,"Powder River County, Montana",29902,3027,(X),(X)
0500000US30077,30077,"Powell County, Montana",21536,1878,(X),(X)
0500000US30079,30079,"Prairie County, Montana",23285,2940,(X),(X)
0500000US30081,30081,"Ravalli County, Montana",22482,796,(X),(X)
0500000US30083,30083,"Richland County, Montana",32900,3083,(X),(X)
0500000US30085,30085,"Roosevelt County, Montana",16182,717,(X),(X)
0500000US30087,30087,"Rosebud County, Montana",23238,1073,(X),(X)
0500000US30089,30089,"Sanders County, Montana",20169,1130,(X),(X)
0500000US30091,30091,"Sheridan County, Montana",30814,2591,(X),(X)
0500000US30093,30093,"Silver Bow County, Montana",24383,1147,(X),(X)
0500000US30095,30095,"Stillwater County, Montana",29217,1775,(X),(X)
0500000US30097,30097,"Sweet Grass County, Montana",25522,2348,(X),(X)
0500000US30099,30099,"Teton County, Montana",24443,1375,(X),(X)
0500000US30101,30101,"Toole County, Montana",22101,1944,(X),(X)
0500000US30103,30103,"Treasure County, Montana",20758,2564,(X),(X)
0500000US30105,30105,"Valley County, Montana",26337,1794,(X),(X)
0500000US30107,30107,"Wheatland County, Montana",19385,2157,(X),(X)
0500000US30109,30109,"Wibaux County, Montana",23875,3063,(X),(X)
0500000US30111,30111,"Yellowstone County, Montana",29576,784,(X),(X)
0500000US31001,31001,"Adams County, Nebraska",27690,1876,(X),(X)
0500000US31003,31003,"Antelope County, Nebraska",26763,1967,(X),(X)
0500000US31005,31005,"Arthur County, Nebraska",22035,5722,(X),(X)
0500000US31007,31007,"Banner County, Nebraska",31735,7621,(X),(X)
0500000US31009,31009,"Blaine County, Nebraska",21854,2519,(X),(X)
0500000US31011,31011,"Boone County, Nebraska",27799,1872,(X),(X)
0500000US31013,31013,"Box Butte County, Nebraska",25897,1576,(X),(X)
0500000US31015,31015,"Boyd County, Nebraska",24085,2832,(X),(X)
0500000US31017,31017,"Brown County, Nebraska",26390,2957,(X),(X)
0500000US31019,31019,"Buffalo County, Nebraska",26846,1136,(X),(X)
0500000US31021,31021,"Burt County, Nebraska",24332,1102,(X),(X)
0500000US31023,31023,"Butler County, Nebraska",29457,2837,(X),(X)
0500000US31025,31025,"Cass County, Nebraska",30694,1169,(X),(X)
0500000US31027,31027,"Cedar County, Nebraska",27774,1313,(X),(X)
0500000US31029,31029,"Chase County, Nebraska",29905,4520,(X),(X)
0500000US31031,31031,"Cherry County, Nebraska",26229,1999,(X),(X)
0500000US31033,31033,"Cheyenne County, Nebraska",30339,1455,(X),(X)
0500000US31035,31035,"Clay County, Nebraska",26324,1390,(X),(X)
0500000US31037,31037,"Colfax County, Nebraska",22857,1472,(X),(X)
0500000US31039,31039,"Cuming County, Nebraska",25318,1355,(X),(X)
0500000US31041,31041,"Custer County, Nebraska",29406,3572,(X),(X)
0500000US31043,31043,"Dakota County, Nebraska",20543,974,(X),(X)
0500000US31045,31045,"Dawes County, Nebraska",22176,1417,(X),(X)
0500000US31047,31047,"Dawson County, Nebraska",22098,856,(X),(X)
0500000US31049,31049,"Deuel County, Nebraska",27439,2560,(X),(X)
0500000US31051,31051,"Dixon County, Nebraska",24286,960,(X),(X)
0500000US31053,31053,"Dodge County, Nebraska",25112,871,(X),(X)
0500000US31055,31055,"Douglas County, Nebraska",29842,353,(X),(X)
0500000US31057,31057,"Dundy County, Nebraska",28870,3837,(X),(X)
0500000US31059,31059,"Fillmore County, Nebraska",27875,1597,(X),(X)
0500000US31061,31061,"Franklin County, Nebraska",28426,1850,(X),(X)
0500000US31063,31063,"Frontier County, Nebraska",25837,1982,(X),(X)
0500000US31065,31065,"Furnas County, Nebraska",22769,1091,(X),(X)
0500000US31067,31067,"Gage County, Nebraska",26207,1086,(X),(X)
0500000US31069,31069,"Garden County, Nebraska",30790,5528,(X),(X)
0500000US31071,31071,"Garfield County, Nebraska",23612,2018,(X),(X)
0500000US31073,31073,"Gosper County, Nebraska",27402,2587,(X),(X)
0500000US31075,31075,"Grant County, Nebraska",21782,3052,(X),(X)
0500000US31077,31077,"Greeley County, Nebraska",23333,1795,(X),(X)
0500000US31079,31079,"Hall County, Nebraska",23995,931,(X),(X)
0500000US31081,31081,"Hamilton County, Nebraska",30424,1885,(X),(X)
0500000US31083,31083,"Harlan County, Nebraska",26139,2677,(X),(X)
0500000US31085,31085,"Hayes County, Nebraska",26221,4199,(X),(X)
0500000US31087,31087,"Hitchcock County, Nebraska",23152,1875,(X),(X)
0500000US31089,31089,"Holt County, Nebraska",25672,1506,(X),(X)
0500000US31091,31091,"Hooker County, Nebraska",22949,3354,(X),(X)
0500000US31093,31093,"Howard County, Nebraska",26658,2378,(X),(X)
0500000US31095,31095,"Jefferson County, Nebraska",25469,1709,(X),(X)
0500000US31097,31097,"Johnson County, Nebraska",21488,2064,(X),(X)
0500000US31099,31099,"Kearney County, Nebraska",27360,1794,(X),(X)
0500000US31101,31101,"Keith County, Nebraska",26422,2156,(X),(X)
0500000US31103,31103,"Keya Paha County, Nebraska",26666,3546,(X),(X)
0500000US31105,31105,"Kimball County, Nebraska",24255,3454,(X),(X)
0500000US31107,31107,"Knox County, Nebraska",26560,1596,(X),(X)
0500000US31109,31109,"Lancaster County, Nebraska",27764,340,(X),(X)
0500000US31111,31111,"Lincoln County, Nebraska",27056,1354,(X),(X)
0500000US31113,31113,"Logan County, Nebraska",25920,2600,(X),(X)
0500000US31115,31115,"Loup County, Nebraska",27794,2860,(X),(X)
0500000US31117,31117,"McPherson County, Nebraska",27364,4534,(X),(X)
0500000US31119,31119,"Madison County, Nebraska",26083,1631,(X),(X)
0500000US31121,31121,"Merrick County, Nebraska",26136,1784,(X),(X)
0500000US31123,31123,"Morrill County, Nebraska",24869,2175,(X),(X)
0500000US31125,31125,"Nance County, Nebraska",25479,2291,(X),(X)
0500000US31127,31127,"Nemaha County, Nebraska",27087,1681,(X),(X)
0500000US31129,31129,"Nuckolls County, Nebraska",24447,1519,(X),(X)
0500000US31131,31131,"Otoe County, Nebraska",26032,1044,(X),(X)
0500000US31133,31133,"Pawnee County, Nebraska",29030,3329,(X),(X)
0500000US31135,31135,"Perkins County, Nebraska",29171,2522,(X),(X)
0500000US31137,31137,"Phelps County, Nebraska",26697,1708,(X),(X)
0500000US31139,31139,"Pierce County, Nebraska",26668,1021,(X),(X)
0500000US31141,31141,"Platte County, Nebraska",25869,761,(X),(X)
0500000US31143,31143,"Polk County, Nebraska",30428,1906,(X),(X)
0500000US31145,31145,"Red Willow County, Nebraska",23387,1446,(X),(X)
0500000US31147,31147,"Richardson County, Nebraska",25358,1825,(X),(X)
0500000US31149,31149,"Rock County, Nebraska",29205,2951,(X),(X)
0500000US31151,31151,"Saline County, Nebraska",21955,1034,(X),(X)
0500000US31153,31153,"Sarpy County, Nebraska",30902,475,(X),(X)
0500000US31155,31155,"Saunders County, Nebraska",29637,1363,(X),(X)
0500000US31157,31157,"Scotts Bluff County, Nebraska",25064,1344,(X),(X)
0500000US31159,31159,"Seward County, Nebraska",28124,1296,(X),(X)
0500000US31161,31161,"Sheridan County, Nebraska",23734,1766,(X),(X)
0500000US31163,31163,"Sherman County, Nebraska",26416,2225,(X),(X)
0500000US31165,31165,"Sioux County, Nebraska",27216,3083,(X),(X)
0500000US31167,31167,"Stanton County, Nebraska",27463,6072,(X),(X)
0500000US31169,31169,"Thayer County, Nebraska",29120,4308,(X),(X)
0500000US31171,31171,"Thomas County, Nebraska",30475,4734,(X),(X)
0500000US31173,31173,"Thurston County, Nebraska",18529,1224,(X),(X)
0500000US31175,31175,"Valley County, Nebraska",25951,1683,(X),(X)
0500000US31177,31177,"Washington County, Nebraska",31151,1394,(X),(X)
0500000US31179,31179,"Wayne County, Nebraska",26031,1992,(X),(X)
0500000US31181,31181,"Webster County, Nebraska",22385,1217,(X),(X)
0500000US31183,31183,"Wheeler County, Nebraska",30126,4464,(X),(X)
0500000US31185,31185,"York County, Nebraska",27646,1765,(X),(X)
0500000US32001,32001,"Churchill County, Nevada",24202,1180,(X),(X)
0500000US32003,32003,"Clark County, Nevada",26048,209,(X),(X)
0500000US32005,32005,"Douglas County, Nevada",33057,1396,(X),(X)
0500000US32007,32007,"Elko County, Nevada",29988,1108,(X),(X)
0500000US32009,32009,"Esmeralda County, Nevada",20984,2996,(X),(X)
0500000US32011,32011,"Eureka County, Nevada",30459,3738,(X),(X)
0500000US32013,32013,"Humboldt County, Nevada",27255,1508,(X),(X)
0500000US32015,32015,"Lander County, Nevada",29390,2766,(X),(X)
0500000US32017,32017,"Lincoln County, Nevada",23924,7154,(X),(X)
0500000US32019,32019,"Lyon County, Nevada",23173,959,(X),(X)
0500000US32021,32021,"Mineral County, Nevada",24146,2473,(X),(X)
0500000US32023,32023,"Nye County, Nevada",23085,1091,(X),(X)
0500000US32027,32027,"Pershing County, Nevada",17332,1473,(X),(X)
0500000US32029,32029,"Storey County, Nevada",35115,3828,(X),(X)
0500000US32031,32031,"Washoe County, Nevada",28757,459,(X),(X)
0500000US32033,32033,"White Pine County, Nevada",24359,2436,(X),(X)
0500000US32510,32510,"Carson City, Nevada",26127,1064,(X),(X)
0500000US33001,33001,"Belknap County, New Hampshire",31644,926,(X),(X)
0500000US33003,33003,"Carroll County, New Hampshire",32612,1662,(X),(X)
0500000US33005,33005,"Cheshire County, New Hampshire",30181,996,(X),(X)
0500000US33007,33007,"Coos County, New Hampshire",24546,943,(X),(X)
0500000US33009,33009,"Grafton County, New Hampshire",32469,1120,(X),(X)
0500000US33011,33011,"Hillsborough County, New Hampshire",35242,519,(X),(X)
0500000US33013,33013,"Merrimack County, New Hampshire",32020,757,(X),(X)
0500000US33015,33015,"Rockingham County, New Hampshire",40469,727,(X),(X)
0500000US33017,33017,"Strafford County, New Hampshire",29917,821,(X),(X)
0500000US33019,33019,"Sullivan County, New Hampshire",29004,928,(X),(X)
0500000US34001,34001,"Atlantic County, New Jersey",28005,483,(X),(X)
0500000US34003,34003,"Bergen County, New Jersey",44002,567,(X),(X)
0500000US34005,34005,"Burlington County, New Jersey",37255,449,(X),(X)
0500000US34007,34007,"Camden County, New Jersey",30822,416,(X),(X)
0500000US34009,34009,"Cape May County, New Jersey",33028,840,(X),(X)
0500000US34011,34011,"Cumberland County, New Jersey",22417,533,(X),(X)
0500000US34013,34013,"Essex County, New Jersey",32708,370,(X),(X)
0500000US34015,34015,"Gloucester County, New Jersey",34025,400,(X),(X)
0500000US34017,34017,"Hudson County, New Jersey",33185,401,(X),(X)
0500000US34019,34019,"Hunterdon County, New Jersey",51353,1410,(X),(X)
0500000US34021,34021,"Mercer County, New Jersey",37680,611,(X),(X)
0500000US34023,34023,"Middlesex County, New Jersey",34674,328,(X),(X)
0500000US34025,34025,"Monmouth County, New Jersey",43469,555,(X),(X)
0500000US34027,34027,"Morris County, New Jersey",49552,594,(X),(X)
0500000US34029,34029,"Ocean County, New Jersey",31200,344,(X),(X)
0500000US34031,34031,"Passaic County, New Jersey",27643,403,(X),(X)
0500000US34033,34033,"Salem County, New Jersey",29712,1325,(X),(X)
0500000US34035,34035,"Somerset County, New Jersey",48791,852,(X),(X)
0500000US34037,34037,"Sussex County, New Jersey",38810,838,(X),(X)
0500000US34039,34039,"Union County, New Jersey",35308,495,(X),(X)
0500000US34041,34041,"Warren County, New Jersey",34136,767,(X),(X)
0500000US35001,35001,"Bernalillo County, New Mexico",26765,356,(X),(X)
0500000US35003,35003,"Catron County, New Mexico",20685,2724,(X),(X)
0500000US35005,35005,"Chaves County, New Mexico",20559,811,(X),(X)
0500000US35006,35006,"Cibola County, New Mexico",16072,861,(X),(X)
0500000US35007,35007,"Colfax County, New Mexico",20534,1401,(X),(X)
0500000US35009,35009,"Curry County, New Mexico",21929,1693,(X),(X)
0500000US35011,35011,"De Baca County, New Mexico",24370,9885,(X),(X)
0500000US35013,35013,"Doña Ana County, New Mexico",20129,523,(X),(X)
0500000US35015,35015,"Eddy County, New Mexico",28308,2206,(X),(X)
0500000US35017,35017,"Grant County, New Mexico",23011,1917,(X),(X)
0500000US35019,35019,"Guadalupe County, New Mexico",16820,2055,(X),(X)
0500000US35021,35021,"Harding County, New Mexico",22946,6231,(X),(X)
0500000US35023,35023,"Hidalgo County, New Mexico",18871,1700,(X),(X)
0500000US35025,35025,"Lea County, New Mexico",23804,889,(X),(X)
0500000US35027,35027,"Lincoln County, New Mexico",25756,2211,(X),(X)
0500000US35028,35028,"Los Alamos County, New Mexico",51148,2047,(X),(X)
0500000US35029,35029,"Luna County, New Mexico",15078,964,(X),(X)
0500000US35031,35031,"McKinley County, New Mexico",12614,458,(X),(X)
0500000US35033,35033,"Mora County, New Mexico",15591,3668,(X),(X)
0500000US35035,35035,"Otero County, New Mexico",19457,711,(X),(X)
0500000US35037,35037,"Quay County, New Mexico",17335,1212,(X),(X)
0500000US35039,35039,"Rio Arriba County, New Mexico",19678,989,(X),(X)
0500000US35041,35041,"Roosevelt County, New Mexico",18187,1094,(X),(X)
0500000US35043,35043,"Sandoval County, New Mexico",26742,708,(X),(X)
0500000US35045,35045,"San Juan County, New Mexico",22460,704,(X),(X)
0500000US35047,35047,"San Miguel County, New Mexico",17849,1207,(X),(X)
0500000US35049,35049,"Santa Fe County, New Mexico",33044,790,(X),(X)
0500000US35051,35051,"Sierra County, New Mexico",18982,1561,(X),(X)
0500000US35053,35053,"Socorro County, New Mexico",18553,2553,(X),(X)
0500000US35055,35055,"Taos County, New Mexico",22358,1501,(X),(X)
0500000US35057,35057,"Torrance County, New Mexico",18300,1381,(X),(X)
0500000US35059,35059,"Union County, New Mexico",21705,3733,(X),(X)
0500000US35061,35061,"Valencia County, New Mexico",19412,689,(X),(X)
0500000US36001,36001,"Albany County, New York",32779,621,(X),(X)
0500000US36003,36003,"Allegany County, New York",20940,626,(X),(X)
0500000US36005,36005,"Bronx County, New York",18456,186,(X),(X)
0500000US36007,36007,"Broome County, New York",25105,451,(X),(X)
0500000US36009,36009,"Cattaraugus County, New York",22336,436,(X),(X)
0500000US36011,36011,"Cayuga County, New York",25786,486,(X),(X)
0500000US36013,36013,"Chautauqua County, New York",22903,450,(X),(X)
0500000US36015,36015,"Chemung County, New York",26262,827,(X),(X)
0500000US36017,36017,"Chenango County, New York",23036,569,(X),(X)
0500000US36019,36019,"Clinton County, New York",24941,699,(X),(X)
0500000US36021,36021,"Columbia County, New York",32851,1364,(X),(X)
0500000US36023,36023,"Cortland County, New York",24228,794,(X),(X)
0500000US36025,36025,"Delaware County, New York",23835,881,(X),(X)
0500000US36027,36027,"Dutchess County, New York",33923,497,(X),(X)
0500000US36029,36029,"Erie County, New York",28879,278,(X),(X)
0500000US36031,36031,"Essex County, New York",26805,1031,(X),(X)
0500000US36033,36033,"Franklin County, New York",22488,704,(X),(X)
0500000US36035,36035,"Fulton County, New York",24339,765,(X),(X)
0500000US36037,36037,"Genesee County, New York",25240,549,(X),(X)
0500000US36039,36039,"Greene County, New York",26261,1140,(X),(X)
0500000US36041,36041,"Hamilton County, New York",26968,3178,(X),(X)
0500000US36043,36043,"Herkimer County, New York",23753,641,(X),(X)
0500000US36045,36045,"Jefferson County, New York",23659,463,(X),(X)
0500000US36047,36047,"Kings County, New York",26774,203,(X),(X)
0500000US36049,36049,"Lewis County, New York",24772,875,(X),(X)
0500000US36051,36051,"Livingston County, New York",24142,541,(X),(X)
0500000US36053,36053,"Madison County, New York",25984,703,(X),(X)
0500000US36055,36055,"Monroe County, New York",29424,352,(X),(X)
0500000US36057,36057,"Montgomery County, New York",23554,799,(X),(X)
0500000US36059,36059,"Nassau County, New York",43206,355,(X),(X)
0500000US36061,36061,"New York County, New York",64993,844,(X),(X)
0500000US36063,36063,"Niagara County, New York",26891,472,(X),(X)
0500000US36065,36065,"Oneida County, New York",25982,690,(X),(X)
0500000US36067,36067,"Onondaga County, New York",29444,263,(X),(X)
0500000US36069,36069,"Ontario County, New York",30934,986,(X),(X)
0500000US36071,36071,"Orange County, New York",31023,479,(X),(X)
0500000US36073,36073,"Orleans County, New York",22070,780,(X),(X)
0500000US36075,36075,"Oswego County, New York",23466,535,(X),(X)
0500000US36077,36077,"Otsego County, New York",24625,587,(X),(X)
0500000US36079,36079,"Putnam County, New York",41173,1050,(X),(X)
0500000US36081,36081,"Queens County, New York",26876,165,(X),(X)
0500000US36083,36083,"Rensselaer County, New York",30803,672,(X),(X)
0500000US36085,36085,"Richmond County, New York",32041,459,(X),(X)
0500000US36087,36087,"Rockland County, New York",34647,542,(X),(X)
0500000US36089,36089,"St. Lawrence County, New York",22562,711,(X),(X)
0500000US36091,36091,"Saratoga County, New York",35922,522,(X),(X)
0500000US36093,36093,"Schenectady County, New York",28902,610,(X),(X)
0500000US36095,36095,"Schoharie County, New York",25498,947,(X),(X)
0500000US36097,36097,"Schuyler County, New York",25189,1230,(X),(X)
0500000US36099,36099,"Seneca County, New York",24666,872,(X),(X)
0500000US36101,36101,"Steuben County, New York",25800,695,(X),(X)
0500000US36103,36103,"Suffolk County, New York",37634,304,(X),(X)
0500000US36105,36105,"Sullivan County, New York",25742,800,(X),(X)
0500000US36107,36107,"Tioga County, New York",29427,1189,(X),(X)
0500000US36109,36109,"Tompkins County, New York",28460,944,(X),(X)
0500000US36111,36111,"Ulster County, New York",30732,687,(X),(X)
0500000US36113,36113,"Warren County, New York",30611,927,(X),(X)
0500000US36115,36115,"Washington County, New York",24345,694,(X),(X)
0500000US36117,36117,"Wayne County, New York",25609,656,(X),(X)
0500000US36119,36119,"Westchester County, New York",48885,599,(X),(X)
0500000US36121,36121,"Wyoming County, New York",23960,963,(X),(X)
0500000US36123,36123,"Yates County, New York",25224,1087,(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",23434,489,(X),(X)
0500000US37003,37003,"Alexander County, North Carolina",20043,960,(X),(X)
0500000US37005,37005,"Alleghany County, North Carolina",20366,1496,(X),(X)
0500000US37007,37007,"Anson County, North Carolina",17025,1019,(X),(X)
0500000US37009,37009,"Ashe County, North Carolina",21269,1397,(X),(X)
0500000US37011,37011,"Avery County, North Carolina",21298,2076,(X),(X)
0500000US37013,37013,"Beaufort County, North Carolina",22356,1005,(X),(X)
0500000US37015,37015,"Bertie County, North Carolina",16629,946,(X),(X)
0500000US37017,37017,"Bladen County, North Carolina",18903,1131,(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",27586,1126,(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",27066,652,(X),(X)
0500000US37023,37023,"Burke County, North Carolina",20263,598,(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",26183,591,(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",19601,784,(X),(X)
0500000US37029,37029,"Camden County, North Carolina",26585,2131,(X),(X)
0500000US37031,37031,"Carteret County, North Carolina",28991,938,(X),(X)
0500000US37033,37033,"Caswell County, North Carolina",19698,1382,(X),(X)
0500000US37035,37035,"Catawba County, North Carolina",23657,648,(X),(X)
0500000US37037,37037,"Chatham County, North Carolina",32845,1279,(X),(X)
0500000US37039,37039,"Cherokee County, North Carolina",18787,977,(X),(X)
0500000US37041,37041,"Chowan County, North Carolina",21451,1777,(X),(X)
